step,time_s,x,y,x_dot,y_dot,theta,theta_dot,leg_contact_left,leg_contact_right,goal_x,goal_y,goal_theta,main_engine_thrust,side_engine_thrust,nozzle_angle,main_engine_thrust_raw,side_engine_thrust_raw,nozzle_angle_raw,reward,terminated,truncated,next_x,next_y,next_x_dot,next_y_dot,next_theta,next_theta_dot,next_leg_contact_left,next_leg_contact_right
112,1.8666666666666667,15.596288681030273,12.43704605102539,-1.4610607624053955,-5.386825084686279,0.12890006601810455,-0.016182145103812218,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16276512523368003,74.86544921746321,1.7043926469981672,-0.16276512523368003,0.12751192572058132,False,False,15.571319580078125,12.352965354919434,-1.498131275177002,-5.044863224029541,0.12876057624816895,-0.008373220451176167,False,False
113,1.8833333333333333,15.571319580078125,12.352965354919434,-1.498131275177002,-5.044863224029541,0.12876057624816895,-0.008373220451176167,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039282677881421,-6.24697615731272,1.8200024623423816,-0.08039282677881421,0.26958917036746155,False,False,15.546575546264648,12.266188621520996,-1.484641194343567,-5.206627368927002,0.12849174439907074,-0.01613040082156658,False,False
114,1.9,15.546575546264648,12.266188621520996,-1.484641194343567,-5.206627368927002,0.12849174439907074,-0.01613040082156658,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16225393039360644,64.10409503161333,1.7806711576879026,-0.16225393039360644,0.11574543525152423,False,False,15.52121639251709,12.185111045837402,-1.5215516090393066,-4.864653587341309,0.12835219502449036,-0.008369630202651024,False,False
115,1.9166666666666667,15.52121639251709,12.185111045837402,-1.5215516090393066,-4.864653587341309,0.12835219502449036,-0.008369630202651024,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038966206088663,-11.050712106679923,1.8961896859109402,-0.08038966206088663,0.25844634647986564,False,False,15.496082305908203,12.101337432861328,-1.5080608129501343,-5.026424407958984,0.12808331847190857,-0.01612679474055767,False,False
116,1.9333333333333333,15.496082305908203,12.101337432861328,-1.5080608129501343,-5.026424407958984,0.12808331847190857,-0.01612679474055767,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.1622506024427712,52.52261288484447,1.857246493548155,-0.1622506024427712,0.10385396895555318,False,False,15.470335960388184,12.023263931274414,-1.5447649955749512,-4.684435844421387,0.12794388830661774,-0.008366304449737072,False,False
117,1.95,15.470335960388184,12.023263931274414,-1.5447649955749512,-4.684435844421387,0.12794388830661774,-0.008366304449737072,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038928143866361,-16.332248092731575,1.9729036491364242,-0.08038928143866361,0.24724065023826228,False,False,15.444814682006836,11.942493438720703,-1.5312734842300415,-4.846212387084961,0.12767517566680908,-0.016123443841934204,False,False
118,1.9666666666666666,15.444814682006836,11.942493438720703,-1.5312734842300415,-4.846212387084961,0.12767517566680908,-0.016123443841934204,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.1622499426007271,40.60795273247436,1.9343487143516542,-0.1622499426007271,0.0918451792605329,False,False,15.418684959411621,11.867423057556152,-1.567771553993225,-4.504208564758301,0.1275358498096466,-0.008362988941371441,False,False
119,1.9833333333333334,15.418684959411621,11.867423057556152,-1.567771553993225,-4.504208564758301,0.1275358498096466,-0.008362988941371441,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038898609764875,-21.59837419525043,2.0501422207802533,-0.08038898609764875,0.23598838072686704,False,False,15.392780303955078,11.789656639099121,-1.5542793273925781,-4.665990829467773,0.1272672414779663,-0.016120152547955513,False,False
120,2.0,15.392780303955078,11.789656639099121,-1.5542793273925781,-4.665990829467773,0.1272672414779663,-0.016120152547955513,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16224989385530356,28.861333811821332,2.011970181018114,-0.16224989385530356,0.07971309631283505,False,False,15.366271018981934,11.71759033203125,-1.5905711650848389,-4.323972225189209,0.12712782621383667,-0.008359730243682861,False,False
121,2.0166666666666666,15.366271018981934,11.71759033203125,-1.5905711650848389,-4.323972225189209,0.12712782621383667,-0.008359730243682861,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038928884267808,-26.342465514546195,2.1278951287269594,-0.08038928884267808,0.22469553818088286,False,False,15.339986801147461,11.642827987670898,-1.577078104019165,-4.485759258270264,0.12685918807983398,-0.01611694134771824,False,False
122,2.033333333333333,15.339986801147461,11.642827987670898,-1.577078104019165,-4.485759258270264,0.12685918807983398,-0.01611694134771824,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16225070023164154,17.797129731901798,2.0901012159883976,-0.16225070023164154,0.06740150160934463,False,False,15.313100814819336,11.573765754699707,-1.613163709640503,-4.143726348876953,0.1267199069261551,-0.008356384932994843,False,False
123,2.05,15.313100814819336,11.573765754699707,-1.613163709640503,-4.143726348876953,0.1267199069261551,-0.008356384932994843,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038866895437241,-30.044239095779307,2.206156861782074,-0.08038866895437241,0.21333270870892676,False,False,15.286439895629883,11.502007484436035,-1.5996699333190918,-4.3055195808410645,0.12645132839679718,-0.016113566234707832,False,False
124,2.066666666666667,15.286439895629883,11.502007484436035,-1.5996699333190918,-4.3055195808410645,0.12645132839679718,-0.016113566234707832,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16224976086243986,7.943424965560253,2.1687392689287663,-0.16224976086243986,0.05492296435364538,False,False,15.259181022644043,11.435949325561523,-1.6355494260787964,-3.9634721279144287,0.12631207704544067,-0.008353137411177158,False,False
125,2.0833333333333335,15.259181022644043,11.435949325561523,-1.6355494260787964,-3.9634721279144287,0.12631207704544067,-0.008353137411177158,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038907313905656,-32.1700081062927,2.2849198494106533,-0.08038907313905656,0.20190855230566498,False,False,15.232147216796875,11.367195129394531,-1.6220550537109375,-4.125270843505859,0.12604354321956635,-0.01611030288040638,False,False
126,2.1,15.232147216796875,11.367195129394531,-1.6220550537109375,-4.125270843505859,0.12604354321956635,-0.01611030288040638,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.1622499942146242,-0.1589637161733629,2.2478747464716435,-0.1622499942146242,0.2242865100434959,False,False,15.205337524414062,11.295743942260742,-1.6085602045059204,-4.287074089050293,0.1256457269191742,-0.023867454379796982,False,False
127,2.1166666666666667,15.205337524414062,11.295743942260742,-1.6085602045059204,-4.287074089050293,0.1256457269191742,-0.023867454379796982,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.2441217569187284,25.988409708107458,2.2099586293101314,-0.2441217569187284,0.0535707597588467,False,False,15.178060531616211,11.229999542236328,-1.6366300582885742,-3.9446353912353516,0.12550577521324158,-0.008395233191549778,False,False
128,2.1333333333333333,15.178060531616211,11.229999542236328,-1.6366300582885742,-3.9446353912353516,0.12550577521324158,-0.008395233191549778,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090171927772463,-5.106685228544537,2.3630530152469875,-0.08090171927772463,0.19981095848392386,False,False,15.151008605957031,11.161559104919434,-1.6231343746185303,-4.106444358825684,0.12523652613162994,-0.016152411699295044,False,False
129,2.15,15.151008605957031,11.161559104919434,-1.6231343746185303,-4.106444358825684,0.12523652613162994,-0.016152411699295044,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16276283870637417,15.162210112892144,2.3260208040475847,-0.16276283870637417,0.039900518670643675,False,False,15.123369216918945,11.098819732666016,-1.6583530902862549,-3.764350414276123,0.12509745359420776,-0.008343605324625969,False,False
130,2.1666666666666665,15.123369216918945,11.098819732666016,-1.6583530902862549,-3.764350414276123,0.12509745359420776,-0.008343605324625969,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039175261929632,-7.764412009944004,2.4420801274478436,-0.08039175261929632,0.18808910936116632,False,False,15.095954895019531,11.0333833694458,-1.6448568105697632,-3.9261646270751953,0.12482909858226776,-0.016100777313113213,False,False
131,2.183333333333333,15.095954895019531,11.0333833694458,-1.6448568105697632,-3.9261646270751953,0.12482909858226776,-0.016100777313113213,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16225272727385165,6.8149738783157225,2.405414106696844,-0.16225272727385165,0.02682245780266798,False,False,15.06795597076416,10.973649024963379,-1.6799157857894897,-3.584059476852417,0.12469013780355453,-0.008340052329003811,False,False
132,2.2,15.06795597076416,10.973649024963379,-1.6799157857894897,-3.584059476852417,0.12469013780355453,-0.008340052329003811,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038889035768808,-7.526011579061837,2.5213533472269773,-0.08038889035768808,0.1763586608100465,False,False,15.040182113647461,10.91121768951416,-1.6664186716079712,-3.745879888534546,0.1244218498468399,-0.016097212210297585,False,False
133,2.216666666666667,15.040182113647461,10.91121768951416,-1.6664186716079712,-3.745879888534546,0.1244218498468399,-0.016097212210297585,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16224973158165812,1.5554889542684718,2.4850462682545187,-0.16224973158165812,0.013488338635776115,False,False,15.01182746887207,10.854488372802734,-1.7012717723846436,-3.4037604331970215,0.12428291141986847,-0.008336790837347507,False,False
134,2.2333333333333334,15.01182746887207,10.854488372802734,-1.7012717723846436,-3.4037604331970215,0.12428291141986847,-0.008336790837347507,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038909586332739,-3.819589379600597,2.6010924700647595,-0.08038909586332739,0.16453977536374723,False,False,14.983697891235352,10.795062065124512,-1.6877739429473877,-3.5655858516693115,0.12401468306779861,-0.016093995422124863,False,False
135,2.25,14.983697891235352,10.795062065124512,-1.6877739429473877,-3.5655858516693115,0.12401468306779861,-0.016093995422124863,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.16225040364265442,-0.3671934280754958,2.5651402831077577,-0.16225040364265442,0.18655953810805073,False,False,14.955793380737305,10.732938766479492,-1.674275517463684,-3.7274162769317627,0.12361712008714676,-0.023851172998547554,False,False
136,2.2666666666666666,14.955793380737305,10.732938766479492,-1.674275517463684,-3.7274162769317627,0.12361712008714676,-0.023851172998547554,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24412241992726924,6.493961735569699,2.528315802663565,-0.24412241992726924,0.011434518996333493,False,False,14.927437782287598,10.676523208618164,-1.7013188600540161,-3.3849215507507324,0.1234775111079216,-0.008378995582461357,False,False
137,2.283333333333333,14.927437782287598,10.676523208618164,-1.7013188600540161,-3.3849215507507324,0.1234775111079216,-0.008378995582461357,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090281495079399,-4.1345715982114655,2.681258431822062,-0.08090281495079399,0.16161774279619692,False,False,14.899307250976562,10.617410659790039,-1.6878198385238647,-3.546757936477661,0.12320863455533981,-0.016136152669787407,False,False
138,2.3,14.899307250976562,10.617410659790039,-1.6878198385238647,-3.546757936477661,0.12320863455533981,-0.016136152669787407,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16276367672905329,7.854064378083472,2.64530281201005,-0.16276367672905329,-0.0033681669811595205,False,False,14.870607376098633,10.564001083374023,-1.7220128774642944,-3.2045936584472656,0.12306981533765793,-0.00832737609744072,False,False
139,2.316666666666667,14.870607376098633,10.564001083374023,-1.7220128774642944,-3.2045936584472656,0.12306981533765793,-0.00832737609744072,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039288352429867,-12.316993271865718,2.761192896962166,-0.08039288352429867,0.14941943157959628,False,False,14.842132568359375,10.507893562316895,-1.7085131406784058,-3.3664352893829346,0.12280166894197464,-0.01608455553650856,False,False
140,2.3333333333333335,14.842132568359375,10.507893562316895,-1.7085131406784058,-3.3664352893829346,0.12280166894197464,-0.01608455553650856,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16225391905009748,4.585189593041669,2.725584211945534,-0.16225391905009748,-0.017592734646635494,False,False,14.813090324401855,10.457489013671875,-1.7425469160079956,-3.0242598056793213,0.12266293168067932,-0.008323690854012966,False,False
141,2.35,14.813090324401855,10.457489013671875,-1.7425469160079956,-3.0242598056793213,0.12266293168067932,-0.008323690854012966,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08038858931697905,-25.50380606391593,2.8413384880870582,-0.08038858931697905,0.13718061086136515,False,False,14.784273147583008,10.404387474060059,-1.72904634475708,-3.1861071586608887,0.1223948672413826,-0.016080887988209724,False,False
142,2.3666666666666667,14.784273147583008,10.404387474060059,-1.72904634475708,-3.1861071586608887,0.1223948672413826,-0.016080887988209724,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.1622498045600951,-3.9017417350992054,2.806071474403143,-0.1622498045600951,0.15876959189015707,False,False,14.755681037902832,10.348587989807129,-1.715545415878296,-3.347959518432617,0.12199756503105164,-0.023838046938180923,False,False
143,2.3833333333333333,14.755681037902832,10.348587989807129,-1.715545415878296,-3.347959518432617,0.12199756503105164,-0.023838046938180923,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.2441216021701694,24.190313265664933,2.769933004677296,-0.2441216021701694,-0.020431300614687148,False,False,14.726651191711426,10.298497200012207,-1.7417693138122559,-3.0054218769073486,0.12185811996459961,-0.008365815505385399,False,False
144,2.4,14.726651191711426,10.298497200012207,-1.7417693138122559,-3.0054218769073486,0.12185811996459961,-0.008365815505385399,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.080901413384825,-16.857791300885747,2.922567691653967,-0.080901413384825,0.13335975026209937,False,False,14.697846412658691,10.245709419250488,-1.7282674312591553,-3.1672799587249756,0.12158943712711334,-0.016123000532388687,False,False
145,2.4166666666666665,14.697846412658691,10.245709419250488,-1.7282674312591553,-3.1672799587249756,0.12158943712711334,-0.016123000532388687,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16276255346089602,15.81486594354791,2.8872836872935297,-0.16276255346089602,-0.03637287229184763,False,False,14.668485641479492,10.198624610900879,-1.7616419792175293,-2.8250608444213867,0.12145087867975235,-0.008314298465847969,False,False
146,2.433333333333333,14.668485641479492,10.198624610900879,-1.7616419792175293,-2.8250608444213867,0.12145087867975235,-0.008314298465847969,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039252412691712,-35.71837362464493,3.002853336185217,-0.08039252412691712,0.12066249568409518,False,False,14.639349937438965,10.148842811584473,-1.748139500617981,-2.986924409866333,0.12118302285671234,-0.016071463003754616,False,False
147,2.45,14.639349937438965,10.148842811584473,-1.748139500617981,-2.986924409866333,0.12118302285671234,-0.016071463003754616,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16225337774679066,1.3049358865940797,2.9679037995636466,-0.16225337774679066,-0.051737921098217315,False,False,14.609661102294922,10.104764938354492,-1.7813547849655151,-2.6446948051452637,0.12104447185993195,-0.008310673758387566,False,False
148,2.466666666666667,14.609661102294922,10.104764938354492,-1.7813547849655151,-2.6446948051452637,0.12104447185993195,-0.008310673758387566,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.0803888280428946,-61.055512301158075,3.083322956413031,-0.0803888280428946,0.10796082268779841,False,False,14.58019733428955,10.057989120483398,-1.767851710319519,-2.8065638542175293,0.12077663838863373,-0.016067858785390854,False,False
149,2.4833333333333334,14.58019733428955,10.057989120483398,-1.767851710319519,-2.8065638542175293,0.12077663838863373,-0.016067858785390854,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.16224989592283967,-19.909140921800294,3.048699803650379,-0.16224989592283967,0.12894087478004693,False,False,14.550958633422852,10.008515357971191,-1.7543479204177856,-2.968438148498535,0.1203794851899147,-0.023825019598007202,False,False
150,2.5,14.550958633422852,10.008515357971191,-1.7543479204177856,-2.968438148498535,0.1203794851899147,-0.023825019598007202,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24412170051783325,27.96364292453076,3.0132052257657054,-0.24412170051783325,-0.05557735904938524,False,False,14.521296501159668,9.964751243591309,-1.7797532081604004,-2.625858783721924,0.12024015933275223,-0.00835281703621149,False,False
151,2.5166666666666666,14.521296501159668,9.964751243591309,-1.7797532081604004,-2.625858783721924,0.12024015933275223,-0.00835281703621149,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090180618874729,-46.1510113894235,3.1654902894049886,-0.08090180618874729,0.10302211822092858,False,False,14.491859436035156,9.918289184570312,-1.7662488222122192,-2.7877390384674072,0.11997160315513611,-0.016109993681311607,False,False
152,2.533333333333333,14.491859436035156,9.918289184570312,-1.7662488222122192,-2.7877390384674072,0.11997160315513611,-0.016109993681311607,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.1627628470696509,5.720999232076082,3.1308362506330014,-0.1627628470696509,-0.07291860492122196,False,False,14.46187973022461,9.877531051635742,-1.7988051176071167,-2.4454667568206787,0.11983318626880646,-0.008301244117319584,False,False
153,2.55,14.46187973022461,9.877531051635742,-1.7988051176071167,-2.4454667568206787,0.11983318626880646,-0.008301244117319584,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039230460487307,-79.83981250226643,3.2460439238697294,-0.08039230460487307,0.08984425614683403,False,False,14.432125091552734,9.834074974060059,-1.7853001356124878,-2.6073524951934814,0.1195654645562172,-0.016058385372161865,False,False
154,2.566666666666667,14.432125091552734,9.834074974060059,-1.7853001356124878,-2.6073524951934814,0.1195654645562172,-0.016058385372161865,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.16225290118902921,-24.216410680317342,3.211712081730366,-0.16225290118902921,0.11028952426696506,False,False,14.402595520019531,9.787920951843262,-1.7717944383621216,-2.7692432403564453,0.1191684752702713,-0.023815561085939407,False,False
155,2.5833333333333335,14.402595520019531,9.787920951843262,-1.7717944383621216,-2.7692432403564453,0.1191684752702713,-0.023815561085939407,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24412484905868773,38.29639880223312,3.176506815850735,-0.24412484905868773,-0.0776270182744038,False,False,14.372652053833008,9.747477531433105,-1.7965866327285767,-2.426633596420288,0.11902935057878494,-0.008343067951500416,False,False
156,2.6,14.372652053833008,9.747477531433105,-1.7965866327285767,-2.426633596420288,0.11902935057878494,-0.008343067951500416,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090187208913267,-59.42125921421137,3.3283402506262068,-0.08090187208913267,0.08395327824291712,False,False,14.342933654785156,9.70433521270752,-1.7830804586410522,-2.5885303020477295,0.11876104772090912,-0.016100184991955757,False,False
157,2.6166666666666667,14.342933654785156,9.70433521270752,-1.7830804586410522,-2.5885303020477295,0.11876104772090912,-0.016100184991955757,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16276226260885598,6.714508077514308,3.2939670242369177,-0.16276226260885598,-0.0959574948472354,False,False,14.31268310546875,9.666897773742676,-1.8150248527526855,-2.2462191581726074,0.11862292885780334,-0.00829135999083519,False,False
158,2.6333333333333333,14.31268310546875,9.666897773742676,-1.8150248527526855,-2.2462191581726074,0.11862292885780334,-0.00829135999083519,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039089895039797,-103.00623318992415,3.408713202178479,-0.08039089895039797,0.07040995665092467,False,False,14.282657623291016,9.626762390136719,-1.8015178442001343,-2.408121109008789,0.11835548281669617,-0.016048526391386986,False,False
159,2.65,14.282657623291016,9.626762390136719,-1.8015178442001343,-2.408121109008789,0.11835548281669617,-0.016048526391386986,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.16225173738971355,-33.50247466336546,3.3746500454843047,-0.16225173738971355,0.09021185849307514,False,False,14.252857208251953,9.583928108215332,-1.7880104780197144,-2.570028305053711,0.11795875430107117,-0.023805659264326096,False,False
160,2.6666666666666665,14.252857208251953,9.583928108215332,-1.7880104780197144,-2.570028305053711,0.11795875430107117,-0.023805659264326096,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24412321112304927,43.05150972503765,3.3397151812911035,-0.24412321112304927,-0.10155917748894963,False,False,14.222654342651367,9.546805381774902,-1.8121904134750366,-2.227388620376587,0.11781986057758331,-0.008333289995789528,False,False
161,2.683333333333333,14.222654342651367,9.546805381774902,-1.8121904134750366,-2.227388620376587,0.11781986057758331,-0.008333289995789528,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090152130648494,-79.22293132614762,3.491073716431856,-0.08090152130648494,0.06354895628602478,False,False,14.192676544189453,9.506983757019043,-1.7986822128295898,-2.389301300048828,0.11755169183015823,-0.016090460121631622,False,False
162,2.7,14.192676544189453,9.506983757019043,-1.7986822128295898,-2.389301300048828,0.11755169183015823,-0.016090460121631622,False,False,15.0,7.4796546662204,0.0,0.5670014609661264,1.0,-0.16276246047765017,0.5670014609661264,3.456957809627056,-0.16276246047765017,-0.0310783474588667,False,False,14.16249942779541,9.469228744506836,-1.8105984926223755,-2.265298366546631,0.1173013374209404,-0.015021709725260735,False,False
163,2.716666666666667,14.16249942779541,9.469228744506836,-1.8105984926223755,-2.265298366546631,0.1173013374209404,-0.015021709725260735,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.1515084239207208,-38.19599541066749,3.5065951921045784,-0.1515084239207208,0.07231843117703221,False,False,14.132548332214355,9.4287748336792,-1.7970893383026123,-2.427220106124878,0.11692167818546295,-0.022778861224651337,False,False
164,2.7333333333333334,14.132548332214355,9.4287748336792,-1.7970893383026123,-2.427220106124878,0.11692167818546295,-0.022778861224651337,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.23337864327430727,49.53961363020335,3.471894097328186,-0.23337864327430727,-0.12096292702975645,False,False,14.10218620300293,9.394031524658203,-1.8217167854309082,-2.0845813751220703,0.1167830303311348,-0.008318141102790833,False,False
165,2.75,14.10218620300293,9.394031524658203,-1.8217167854309082,-2.0845813751220703,0.1167830303311348,-0.008318141102790833,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08082983105629683,-92.58434454288181,3.6178802445530893,-0.08082983105629683,0.047133515751850014,False,False,14.072049140930176,9.356589317321777,-1.8082070350646973,-2.2465083599090576,0.116515152156353,-0.01607527770102024,False,False
166,2.7666666666666666,14.072049140930176,9.356589317321777,-1.8082070350646973,-2.2465083599090576,0.116515152156353,-0.01607527770102024,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.16269039181247355,-1.9164119140779377,3.5839233957231045,-0.16269039181247355,0.06591301652555018,False,False,14.042137145996094,9.316448211669922,-1.794696569442749,-2.408440113067627,0.11611797660589218,-0.023832449689507484,False,False
167,2.783333333333333,14.042137145996094,9.316448211669922,-1.794696569442749,-2.408440113067627,0.11611797660589218,-0.023832449689507484,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24456231621280317,96.02096581306783,3.5490939222276214,-0.24456231621280317,-0.12909305193391588,False,False,14.011838912963867,9.282018661499023,-1.817905068397522,-2.065755844116211,0.11597934365272522,-0.008318733423948288,False,False
168,2.8,14.011838912963867,9.282018661499023,-1.817905068397522,-2.065755844116211,0.11597934365272522,-0.008318733423948288,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.0809043934121728,-59.08628422022691,3.6996314868330957,-0.0809043934121728,0.03868264943479474,False,False,13.981765747070312,9.244890213012695,-1.8043936491012573,-2.227693557739258,0.11571145057678223,-0.016075924038887024,False,False
169,2.816666666666667,13.981765747070312,9.244890213012695,-1.8043936491012573,-2.227693557739258,0.11571145057678223,-0.016075924038887024,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.16276552531123165,41.63009371293189,3.6656083405017856,-0.16276552531123165,-0.1494451284145714,False,False,13.951186180114746,9.213468551635742,-1.8347948789596558,-1.8852870464324951,0.11557363718748093,-0.008266901597380638,False,False
170,2.8333333333333335,13.951186180114746,9.213468551635742,-1.8347948789596558,-1.8852870464324951,0.11557363718748093,-0.008266901597380638,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039205269142986,-126.59506556186372,3.7788344509899616,-0.08039205269142986,0.024588871041499233,False,False,13.920831680297852,9.17934799194336,-1.8212833404541016,-2.0472302436828613,0.1153065636754036,-0.01602405495941639,False,False
171,2.85,13.920831680297852,9.17934799194336,-1.8212833404541016,-2.0472302436828613,0.1153065636754036,-0.01602405495941639,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.1622527219094336,-23.362514949818184,3.74509681686759,-0.1622527219094336,0.04247894797561472,False,False,13.890702247619629,9.142528533935547,-1.8077709674835205,-2.2091784477233887,0.11491020023822784,-0.02378123626112938,False,False
172,2.8666666666666667,13.890702247619629,9.142528533935547,-1.8077709674835205,-2.2091784477233887,0.11491020023822784,-0.02378123626112938,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24412467553466563,87.29274898220363,3.710486496984959,-0.24412467553466563,-0.15709327667236464,False,False,13.86019515991211,9.111420631408691,-1.8304075002670288,-1.8664677143096924,0.11477173119783401,-0.008308849297463894,False,False
173,2.8833333333333333,13.86019515991211,9.111420631408691,-1.8304075002670288,-1.8664677143096924,0.11477173119783401,-0.008308849297463894,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090276293642819,-94.13015341952318,3.8602994006127123,-0.08090276293642819,0.015528256228283938,False,False,13.829913139343262,9.077613830566406,-1.816894292831421,-2.028421640396118,0.11450398713350296,-0.016066037118434906,False,False
174,2.9,13.829913139343262,9.077613830566406,-1.816894292831421,-2.028421640396118,0.11450398713350296,-0.016066037118434906,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.1627638526931405,18.900464806840855,3.826483725011349,-0.1627638526931405,-0.17810486057734734,False,False,13.799135208129883,9.049513816833496,-1.8466845750808716,-1.6859787702560425,0.11436638981103897,-0.008257170207798481,False,False
175,2.9166666666666665,13.799135208129883,9.049513816833496,-1.8466845750808716,-1.6859787702560425,0.11436638981103897,-0.008257170207798481,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08039200255833566,-176.19307583174324,3.9391752097755672,-0.08039200255833566,0.0019018531047454712,False,False,13.768582344055176,9.018714904785156,-1.8331708908081055,-1.8479381799697876,0.11409951001405716,-0.016014335677027702,False,False
176,2.933333333333333,13.768582344055176,9.018714904785156,-1.8331708908081055,-1.8479381799697876,0.11409951001405716,-0.016014335677027702,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.1622527830414474,-61.05798477786163,3.9056342609226706,-0.1622527830414474,0.018885321545775186,False,False,13.73825454711914,8.98521614074707,-1.8196567296981812,-2.0099027156829834,0.11370329558849335,-0.02377147786319256,False,False
177,2.95,13.73825454711914,8.98521614074707,-1.8196567296981812,-2.0099027156829834,0.11370329558849335,-0.02377147786319256,False,False,15.0,7.4796546662204,0.0,1.0,1.0,-0.24412431133165954,61.65184785143711,3.8712211392819884,-0.24412431133165954,-0.1859399329609789,False,False,13.707559585571289,8.957429885864258,-1.8416821956634521,-1.667164921760559,0.11356499791145325,-0.008299163542687893,False,False
178,2.966666666666667,13.707559585571289,8.957429885864258,-1.8416821956634521,-1.667164921760559,0.11356499791145325,-0.008299163542687893,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.08090315055288375,-147.00891229258343,4.020489057525992,-0.08090315055288375,-0.007337516187404275,False,False,13.67708969116211,8.926944732666016,-1.828167200088501,-1.8291354179382324,0.11329741775989532,-0.016056345775723457,False,False
179,2.9833333333333334,13.67708969116211,8.926944732666016,-1.828167200088501,-1.8291354179382324,0.11329741775989532,-0.016056345775723457,False,False,15.0,7.4796546662204,0.0,0.0,1.0,-0.16276416742429137,-22.335009962406044,3.986859963089228,-0.16276416742429137,0.009147374454838514,False,False,13.646845817565918,8.893759727478027,-1.8146518468856812,-1.9911108016967773,0.11290056258440018,-0.023813491687178612,False,False
